id,sdbid,name,_r,raj2000,dej2000,pmra,pmde,main_id,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,type_short,type_long,star_comp_no,teff,e_teff,plx_arcsec,e_plx_arcsec,lstar,e_lstar,rstar,e_rstar,logg,e_logg,mh,e_mh,a_v,distance,lstar_1pc,e_lstar_1pc,disk_r_comp_no,temp,e_temp,ldisk_lstar,e_ldisk_lstar,rdisk_bb,e_rdisk_bb,ldisk_1pc,e_ldisk_1pc,lam0,e_lam0,beta,e_beta,dmin,e_dmin,q,e_q,model_comps,parameters,evidence,chisq,dof,model_mtime,url,phot_url,mnest_url,model_url
sdb-v2-000823.26+290525.6,sdb-v2-000823.26+290525.6,HIP 677,-1,2.09691619,29.09043112,137.46,-163.44,* alf And,B8IV-VHgMn,2003AJ....126.2048G,33.62,0.35,2007A&A...474..653V,a2*,Variable Star of alpha2 CVn type,0,13325.1,399.319,0.03362,0.00035,253.291,27.1568,2.98305,0.0387697,4.3635,0.112502,-0.442099,0.704812,0,29.74419988,0.286009,0.0324763,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[1.332508e+04,4.363505e+00,-4.420991e-01,-1.996506e+00]",-25.5012,18.8741,15,1665331693,http://drgmk.com/sdb/seds/masters/sdb-v2-000823.26+290525.6/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-000823.26+290525.6/public/sdb-v2-000823.26+290525.6-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-000823.26+290525.6/public/sdb-v2-000823.26+290525.6-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-000823.26+290525.6/public/sdb-v2-000823.26+290525.6-mnest/phoenix_m_.json
sdb-v2-001314.15+151100.9,sdb-v2-001314.15+151100.9,HIP 1067,0.161,3.3089235,15.1835385,9.949,2.472,* gam Peg,B2IV,2007MNRAS.374..664C,8.33,0.53,2007A&A...474..653V,bC*,Variable Star of beta Cep type,0,24481.3,85.1492,0.00833,0.00053,9351.78,1183.11,5.37829,0.339217,4.40238,0.0824317,-2.59862,0.408779,0,120.0480192,0.649279,0.00963433,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.448135e+04,4.402382e+00,-2.598618e+00,-2.696586e+00]",-30.1519,26.0051,20,1665331816,http://drgmk.com/sdb/seds/masters/sdb-v2-001314.15+151100.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-001314.15+151100.9/public/sdb-v2-001314.15+151100.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-001314.15+151100.9/public/sdb-v2-001314.15+151100.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-001314.15+151100.9/public/sdb-v2-001314.15+151100.9-mnest/phoenix_m_.json
sdb-v2-002617.05-421821.6,sdb-v2-002617.05-421821.6,HIP 2081,-1,6.57104752,-42.30598719,233.05,-356.3,* alf Phe,K0.5IIIb,2006AJ....132..161G,38.5,0.73,2007A&A...474..653V,SB*,Spectroscopic binary,0,4510.6,11.5519,0.0385,0.00073,97.2285,3.69935,16.1487,0.317942,2.82865,0.0801992,-0.304969,0.044932,0,25.97402597,0.144453,0.000921609,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.510604e+03,2.828650e+00,-3.049695e-01,-4.117676e-01]",-171.661,299.767,21,1665331825,http://drgmk.com/sdb/seds/masters/sdb-v2-002617.05-421821.6/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-002617.05-421821.6/public/sdb-v2-002617.05-421821.6-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-002617.05-421821.6/public/sdb-v2-002617.05-421821.6-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-002617.05-421821.6/public/sdb-v2-002617.05-421821.6-mnest/phoenix_m_.json
sdb-v2-003919.68+305139.7,sdb-v2-003919.68+305139.7,HIP 3092,-1,9.83197992,30.86102176,114.45,-84.02,* del And,K3III-IIIbCN0.5,1989ApJS...71..245K,30.91,0.15,2007A&A...474..653V,SB*,Spectroscopic Binary,0,4471.04,10.5938,0.03091,0.00015,76.5079,0.898336,14.5783,0.120216,2.0731,0.057561,0.428195,0.0615071,0,32.35198965,0.0730936,0.000515714,1,62.7475,15.6251,3.76E-05,6.96E-06,172.628,104.147,2.75E-06,5.02E-07,120.425,237.679,1.60052,0.98692,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[4.471043e+03,2.073098e+00,4.281953e-01,-6.920795e-01,1.797596e+00,2.080715e+00,1.600522e+00,2.315585e+00]",-37.623,16.2859,21,1665331886,http://drgmk.com/sdb/seds/masters/sdb-v2-003919.68+305139.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-003919.68+305139.7/public/sdb-v2-003919.68+305139.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-003919.68+305139.7/public/sdb-v2-003919.68+305139.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-003919.68+305139.7/public/sdb-v2-003919.68+305139.7-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-004335.37-175911.8,sdb-v2-004335.37-175911.8,HIP 3419,-1,10.89737874,-17.98660632,232.55,31.99,* bet Cet,G9.5IIICH-1,1989ApJS...71..245K,33.86,0.16,2007A&A...474..653V,PM*,High proper-motion Star,0,6081.3,16.1524,0.03386,0.00016,81.0104,0.986337,8.10766,0.0742366,2.03173,0.0276304,0.487395,0.0116373,0,29.53337271,0.0928559,0.000714388,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[6.081300e+03,2.031726e+00,4.873945e-01,-1.122373e+00]",-4693.56,9341.19,27,1665331915,http://drgmk.com/sdb/seds/masters/sdb-v2-004335.37-175911.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-004335.37-175911.8/public/sdb-v2-004335.37-175911.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-004335.37-175911.8/public/sdb-v2-004335.37-175911.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-004335.37-175911.8/public/sdb-v2-004335.37-175911.8-mnest/phoenix_m_.json
sdb-v2-010943.92+353714.0,sdb-v2-010943.92+353714.0,HIP 5447,-1,17.43301617,35.62055765,175.9,-112.2,* bet And,M0+IIIa,1989ApJS...71..245K,16.52,0.56,2007A&A...474..653V,PM*,High proper-motion Star,0,3927.1,4.16372,0.01652,0.00056,1393.44,96.9302,80.6001,2.79535,2.24471,0.0300029,0.459184,0.0277815,0,60.53268765,0.379386,0.00464135,1,537.726,234.444,0.00095412,0.000938908,9.94061,10.0344,0.000361258,0.000357006,16.1829,5.38879,2.40058,0.384352,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[3.927101e+03,2.244713e+00,4.591843e-01,2.484473e-01,2.730561e+00,1.209058e+00,2.400581e+00,7.161094e-01]",-276.54,486.583,39,1658917479,http://drgmk.com/sdb/seds/masters/sdb-v2-010943.92+353714.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-010943.92+353714.0/public/sdb-v2-010943.92+353714.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-010943.92+353714.0/public/sdb-v2-010943.92+353714.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-010943.92+353714.0/public/sdb-v2-010943.92+353714.0-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-012821.93-431905.7,sdb-v2-012821.93-431905.7,HIP 6867,-1,22.09136361,-43.31823616,-18.06,-208.63,* gam Phe,M0III,1989ApJS...71..245K,13.96,0.34,2007A&A...474..653V,SB*,Spectroscopic Binary,0,3460.64,6.73489,0.01396,0.00034,497.22,25.0045,62.0299,1.62591,4.48145,0.017053,-3.96496,0.0336033,0,71.63323782,0.097169,0.000663757,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[3.460637e+03,4.481448e+00,-3.964956e+00,-1.235921e-01]",-296.496,548.154,21,1665331994,http://drgmk.com/sdb/seds/masters/sdb-v2-012821.93-431905.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-012821.93-431905.7/public/sdb-v2-012821.93-431905.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-012821.93-431905.7/public/sdb-v2-012821.93-431905.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-012821.93-431905.7/public/sdb-v2-012821.93-431905.7-mnest/phoenix_m_.json
sdb-v2-015438.41+204828.9,sdb-v2-015438.41+204828.9,HIP 8903,-1,28.66004579,20.80803147,98.74,-110.41,* bet Ari,kA4hA5mA5Va,2003AJ....126.2048G,55.6,0.58,2007A&A...474..653V,SB*,Spectroscopic binary,0,8191.79,38.2672,0.0556,0.00058,21.5019,0.490926,2.30144,0.0293392,3.74407,0.045914,0.398174,0.0831292,0,17.98561151,0.0664306,0.000505649,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[8.191789e+03,3.744071e+00,3.981740e-01,-1.785741e+00]",-41.6982,41.8336,25,1665332064,http://drgmk.com/sdb/seds/masters/sdb-v2-015438.41+204828.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-015438.41+204828.9/public/sdb-v2-015438.41+204828.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-015438.41+204828.9/public/sdb-v2-015438.41+204828.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-015438.41+204828.9/public/sdb-v2-015438.41+204828.9-mnest/phoenix_m_.json
sdb-v2-020710.41+232744.7,sdb-v2-020710.41+232744.7,HIP 9884,-1,31.7933571,23.46241755,188.55,-148.08,* alf Ari,K2-IIIbCa-1,1989ApJS...71..245K,49.56,0.25,2007A&A...474..653V,PM*,High proper-motion Star,0,4484.87,8.8731,0.04956,0.00025,85.3705,1.07884,15.3009,0.134227,2.37898,0.18671,-0.195493,0.0527465,0,20.17756255,0.209699,0.00164706,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.484872e+03,2.378977e+00,-1.954930e-01,-2.397822e-01]",-237.436,432.051,40,1665332166,http://drgmk.com/sdb/seds/masters/sdb-v2-020710.41+232744.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-020710.41+232744.7/public/sdb-v2-020710.41+232744.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-020710.41+232744.7/public/sdb-v2-020710.41+232744.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-020710.41+232744.7/public/sdb-v2-020710.41+232744.7-mnest/phoenix_m_.json
sdb-v2-020932.63+345914.3,sdb-v2-020932.63+345914.3,HIP 10064,-1,32.38594634,34.98729706,149.16,-39.1,* bet Tri,A5III,1995ApJS...99..135A,25.71,0.34,2007A&A...474..653V,SB*,Spectroscopic binary,0,7884.55,33.7421,0.02571,0.00034,72.24,2.16187,4.55578,0.0721774,3.32247,0.0440523,0.0582272,0.194001,0,38.89537145,0.0476183,0.000503707,1,83.8234,1.59637,2.80E-05,6.81E-07,93.6934,3.91685,1.33E-06,3.04E-08,141.972,20.5324,0.825562,0.173267,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[7.884553e+03,3.322472e+00,5.822725e-02,-1.863489e+00,1.923365e+00,2.152204e+00,8.255619e-01,1.481602e+00,9.142575e-01,9.258423e-01]",-125.193,150.894,224,1658837100,http://drgmk.com/sdb/seds/masters/sdb-v2-020932.63+345914.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-020932.63+345914.3/public/sdb-v2-020932.63+345914.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-020932.63+345914.3/public/sdb-v2-020932.63+345914.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-020932.63+345914.3/public/sdb-v2-020932.63+345914.3-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-025815.68-401816.9,sdb-v2-025815.68-401816.9,HIP 13847,-1,44.56531356,-40.30468123,-52.89,21.98,* tet Eri,A2V,1995ApJS...99..135A,20.23,0.55,2007A&A...474..653V,**,Double or Multiple Star,0,7483.96,106.742,0.02023,0.00055,110.99,6.44989,6.25824,0.18886,2.66395,0.472464,-2.44378,1.06389,0,49.43153732,0.0455458,0.0012924,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[7.483962e+03,2.663952e+00,-2.443783e+00,-1.792685e+00]",-16.1781,2.45394,11,1665332247,http://drgmk.com/sdb/seds/masters/sdb-v2-025815.68-401816.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-025815.68-401816.9/public/sdb-v2-025815.68-401816.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-025815.68-401816.9/public/sdb-v2-025815.68-401816.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-025815.68-401816.9/public/sdb-v2-025815.68-401816.9-mnest/phoenix_m_.json
sdb-v2-030216.77+040523.1,sdb-v2-030216.77+040523.1,HIP 14135,-1,45.5698878,4.08973877,-10.41,-76.85,* alf Cet,M1.5IIIa,1989ApJS...71..245K,13.09,0.44,2007A&A...474..653V,LP?,Long Period Variable candidate,0,3416.48,7.12356,0.01309,0.00044,1568.41,99.6136,113.158,3.64253,4.47028,0.0238674,-3.44846,0.054425,0,76.39419404,0.270287,0.00197225,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[3.416478e+03,4.470282e+00,-3.448456e+00,3.435839e-01]",-124.669,204.16,48,1665332332,http://drgmk.com/sdb/seds/masters/sdb-v2-030216.77+040523.1/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-030216.77+040523.1/public/sdb-v2-030216.77+040523.1-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-030216.77+040523.1/public/sdb-v2-030216.77+040523.1-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-030216.77+040523.1/public/sdb-v2-030216.77+040523.1-mnest/phoenix_m_.json
sdb-v2-034729.08+240618.5,sdb-v2-034729.08+240618.5,HIP 17702,-1,56.8711523,24.10513565,19.34,-43.67,* eta Tau,B7III,None,8.09,0.42,2007A&A...474..653V,Be*,Be Star,0,11652,285.187,0.00809,0.00042,1611.79,203.851,9.84235,0.589236,3.12826,0.545739,-0.65756,0.628986,0,123.6093943,0.104692,0.0069062,1,468.201,25.8637,0.00021751,2.38E-05,14.2801,1.73911,2.28E-05,2.33E-06,114.017,194.463,1.60758,0.91242,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[1.165205e+04,3.128258e+00,-6.575598e-01,-2.208267e+00,2.670432e+00,2.056968e+00,1.607581e+00,-2.776087e-01]",-35.482,22.1626,9,1665332847,http://drgmk.com/sdb/seds/masters/sdb-v2-034729.08+240618.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-034729.08+240618.5/public/sdb-v2-034729.08+240618.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-034729.08+240618.5/public/sdb-v2-034729.08+240618.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-034729.08+240618.5/public/sdb-v2-034729.08+240618.5-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-035407.92+315301.1,sdb-v2-035407.92+315301.1,HIP 18246,0.168,58.5330823,31.8836587,-8.025,-14.749,* zet Per,B1Ib,1968ApJS...17..371L,4.34,0.19,2007A&A...474..653V,V*,Variable Star,0,17029.8,204.366,0.00434,0.00019,11155.9,967.604,12.1418,0.539908,2.03606,0.0301776,0.447223,0.0440321,0,230.4147465,0.210106,0.00513948,1,963.625,31.7465,0.000469129,2.55E-05,8.85585,0.701789,9.85E-05,5.12E-06,10.499,0.40092,0.506023,0.0737258,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[1.702978e+04,2.036056e+00,4.472227e-01,-2.557293e+00,2.983908e+00,1.021147e+00,5.060228e-01,-9.298803e-01]",-307.113,539.76,30,1665333017,http://drgmk.com/sdb/seds/masters/sdb-v2-035407.92+315301.1/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-035407.92+315301.1/public/sdb-v2-035407.92+315301.1-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-035407.92+315301.1/public/sdb-v2-035407.92+315301.1-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-035407.92+315301.1/public/sdb-v2-035407.92+315301.1-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-035801.77-133030.7,sdb-v2-035801.77-133030.7,HIP 18543,-1,59.50736229,-13.50851938,61.57,-113.11,* gam Eri,M0III-IIIb,1989ApJS...71..245K,16.04,0.58,2007A&A...474..653V,LP?,Long-Period Variable Candidate,0,3911.25,3.6127,0.01604,0.00058,684.343,49.2241,56.9596,2.06729,2.27406,0.0123867,0.478565,0.0186014,0,62.34413965,0.176155,0.00147043,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[3.911251e+03,2.274062e+00,4.785646e-01,-7.783636e-02]",-176.188,302.794,19,1665333017,http://drgmk.com/sdb/seds/masters/sdb-v2-035801.77-133030.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-035801.77-133030.7/public/sdb-v2-035801.77-133030.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-035801.77-133030.7/public/sdb-v2-035801.77-133030.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-035801.77-133030.7/public/sdb-v2-035801.77-133030.7-mnest/phoenix_m_.json
sdb-v2-043555.24+163033.5,sdb-v2-043555.24+163033.5,HIP 21421,-1,68.98016279,16.50930235,63.45,-188.94,* alf Tau,K5+III,1989ApJS...71..245K,48.94,0.77,2007A&A...474..653V,LP?,Long Period Variable candidate,0,3907.2,6.21707,0.04894,0.00077,434.116,13.7001,45.4665,0.733091,3.16132,0.0402784,-0.232061,0.0164589,0,20.43318349,1.03901,0.00832161,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[3.907204e+03,3.161322e+00,-2.320608e-01,6.948265e-01]",-301.82,559.428,41,1665333108,http://drgmk.com/sdb/seds/masters/sdb-v2-043555.24+163033.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-043555.24+163033.5/public/sdb-v2-043555.24+163033.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-043555.24+163033.5/public/sdb-v2-043555.24+163033.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-043555.24+163033.5/public/sdb-v2-043555.24+163033.5-mnest/phoenix_m_.json
sdb-v2-045659.62+330957.9,sdb-v2-045659.62+330957.9,HIP 23015,-1,74.24841676,33.16609377,3.817,-17.786,* iot Aur,K3II-III,1989ApJS...71..245K,7.2491,0.3819,2020yCat.1350....0G,V*,Variable Star,0,4037.11,5.96152,0.0072491,0.0003819,3064.79,326.509,113.126,6.0599,4.48179,0.0166614,-0.0970269,0.0184394,0,137.9481591,0.160463,0.000988649,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.037110e+03,4.481795e+00,-9.702692e-02,-1.733514e-01]",-651.238,1253.6,20,1665333172,http://drgmk.com/sdb/seds/masters/sdb-v2-045659.62+330957.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-045659.62+330957.9/public/sdb-v2-045659.62+330957.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-045659.62+330957.9/public/sdb-v2-045659.62+330957.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-045659.62+330957.9/public/sdb-v2-045659.62+330957.9-mnest/phoenix_m_.json
sdb-v2-050527.67-222215.7,sdb-v2-050527.67-222215.7,HIP 23685,-1,76.36527237,-22.37103441,21.13,-73.11,* eps Lep,K4III,1988MSS...C04....0H,15.29,0.19,2007A&A...474..653V,PM*,High proper-motion Star,0,4138.53,7.01331,0.01529,0.00019,455.316,11.1947,41.505,0.565025,2.06801,0.0534425,0.431881,0.056785,0,65.40222368,0.106559,0.00071273,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.138532e+03,2.068009e+00,4.318805e-01,-3.940179e-01]",-31.9559,20.6254,42,1665333252,http://drgmk.com/sdb/seds/masters/sdb-v2-050527.67-222215.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-050527.67-222215.7/public/sdb-v2-050527.67-222215.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-050527.67-222215.7/public/sdb-v2-050527.67-222215.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-050527.67-222215.7/public/sdb-v2-050527.67-222215.7-mnest/phoenix_m_.json
sdb-v2-050750.99-050511.2,sdb-v2-050750.99-050511.2,HIP 23875,-1,76.96243955,-5.08644597,-82.82,-75.39,* bet Eri,A3IV,2003AJ....126.2048G,36.5,0.42,2007A&A...474..653V,PM*,High proper-motion Star,0,7784.53,32.225,0.0365,0.00042,44.7058,1.10759,3.67475,0.0572259,2.30989,0.254769,0.243326,0.170453,0,27.39726027,0.0595519,0.00047129,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[7.784532e+03,2.309887e+00,2.433257e-01,-1.744228e+00]",-24.4862,11.8588,27,1665333322,http://drgmk.com/sdb/seds/masters/sdb-v2-050750.99-050511.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-050750.99-050511.2/public/sdb-v2-050750.99-050511.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-050750.99-050511.2/public/sdb-v2-050750.99-050511.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-050750.99-050511.2/public/sdb-v2-050750.99-050511.2-mnest/phoenix_m_.json
sdb-v2-051432.27-081205.9,sdb-v2-051432.27-081205.9,HIP 24436,-1,78.63446707,-8.20163836,1.31,0.5,* bet Ori,B8Iae,1943ApJ....98..153M,3.78,0.34,2007A&A...474..653V,s*b,Blue Supergiant,0,14500.5,235.77,0.00378,0.00034,270857,53007.3,82.0397,7.52089,2.07178,0.0587291,-1.23655,0.470806,0,264.5502646,3.83986,0.273471,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[1.450049e+04,2.071777e+00,-1.236547e+00,-1.016143e+00]",-29.5124,28.5123,16,1665333380,http://drgmk.com/sdb/seds/masters/sdb-v2-051432.27-081205.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-051432.27-081205.9/public/sdb-v2-051432.27-081205.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-051432.27-081205.9/public/sdb-v2-051432.27-081205.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-051432.27-081205.9/public/sdb-v2-051432.27-081205.9-mnest/phoenix_m_.json
sdb-v2-052507.86+062058.9,sdb-v2-052507.86+062058.9,HIP 25336,-1,81.28276356,6.34970326,-8.11,-12.88,* gam Ori,B2V,2006MNRAS.371..252L,12.92,0.52,2007A&A...474..653V,V*,Variable Star,0,22595.9,1776.98,0.01292,0.00052,9715.56,2015.11,6.36993,0.483594,3.3255,0.793086,-3.20984,0.786317,0,77.3993808,1.58902,0.299268,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.259595e+04,3.325500e+00,-3.209840e+00,-2.169656e+00]",-24.7302,23.4793,15,1665333449,http://drgmk.com/sdb/seds/masters/sdb-v2-052507.86+062058.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-052507.86+062058.9/public/sdb-v2-052507.86+062058.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-052507.86+062058.9/public/sdb-v2-052507.86+062058.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-052507.86+062058.9/public/sdb-v2-052507.86+062058.9-mnest/phoenix_m_.json
sdb-v2-052617.51+283626.8,sdb-v2-052617.51+283626.8,HIP 25428,-1,81.57297133,28.60745172,22.76,-173.58,* bet Tau,B7III,1994AJ....107.1556G,24.36,0.34,2007A&A...474..653V,PM*,High proper-motion Star,0,14108.4,162.909,0.02436,0.00034,864.739,38.9287,4.91504,0.0757503,4.03948,0.17775,-1.99417,0.218136,0,41.05090312,0.511644,0.0193594,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[1.410837e+04,4.039480e+00,-1.994175e+00,-1.843973e+00]",-24.2501,15.7367,15,1665333452,http://drgmk.com/sdb/seds/masters/sdb-v2-052617.51+283626.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-052617.51+283626.8/public/sdb-v2-052617.51+283626.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-052617.51+283626.8/public/sdb-v2-052617.51+283626.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-052617.51+283626.8/public/sdb-v2-052617.51+283626.8-mnest/phoenix_m_.json
sdb-v2-052814.72-204534.0,sdb-v2-052814.72-204534.0,HIP 25606,-1,82.06134649,-20.75944105,-5.02,-86.01,* bet Lep,G5II-IIIa:,1989ApJS...71..245K,20.34,0.18,2007A&A...474..653V,**,Double or Multiple Star,0,5235.37,12.8468,0.02034,0.00018,174.854,3.38447,16.0772,0.181809,3.03559,0.140878,-0.216091,0.0491581,0,49.16420846,0.0723545,0.000439728,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.235368e+03,3.035589e+00,-2.160913e-01,-9.706253e-01]",-34.0604,26.4306,20,1665333518,http://drgmk.com/sdb/seds/masters/sdb-v2-052814.72-204534.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-052814.72-204534.0/public/sdb-v2-052814.72-204534.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-052814.72-204534.0/public/sdb-v2-052814.72-204534.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-052814.72-204534.0/public/sdb-v2-052814.72-204534.0-mnest/phoenix_m_.json
sdb-v2-053200.40-001756.7,sdb-v2-053200.40-001756.7,HIP 25930,-1,83.00166706,-0.29909511,0.64,-0.69,* del Ori,O9.5IINwk,2020A&A...639A..81B,4.71,0.58,2007A&A...474..653V,SB*,Spectroscopic Binary,0,22848.6,1057.23,0.00471,0.00058,38695.8,11452.1,12.7306,1.67509,3.12223,0.406399,-0.746031,0.968728,0,212.3142251,0.897186,0.143343,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.284862e+04,3.122230e+00,-7.460310e-01,-2.437069e+00]",-17.3336,17.1228,14,1665333518,http://drgmk.com/sdb/seds/masters/sdb-v2-053200.40-001756.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-053200.40-001756.7/public/sdb-v2-053200.40-001756.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-053200.40-001756.7/public/sdb-v2-053200.40-001756.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-053200.40-001756.7/public/sdb-v2-053200.40-001756.7-mnest/phoenix_m_.json
