id,sdbid,name,_r,raj2000,dej2000,pmra,pmde,main_id,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,type_short,type_long,star_comp_no,teff,e_teff,plx_arcsec,e_plx_arcsec,lstar,e_lstar,rstar,e_rstar,logg,e_logg,mh,e_mh,a_v,distance,lstar_1pc,e_lstar_1pc,disk_r_comp_no,temp,e_temp,ldisk_lstar,e_ldisk_lstar,rdisk_bb,e_rdisk_bb,ldisk_1pc,e_ldisk_1pc,lam0,e_lam0,beta,e_beta,dmin,e_dmin,q,e_q,model_comps,parameters,evidence,chisq,dof,model_mtime,url,phot_url,mnest_url,model_url
sdb-v2-182118.60-025355.8,sdb-v2-182118.60-025355.8,HIP 89962,0.003,275.327502,-2.898826,-547.8,-701,* eta Ser,K0III-IV,1989ApJS...71..245K,53.93,0.18,2007A&A...474..653V,PM*,High proper-motion Star,0,4929.73,12.5782,0.05393,0.00018,18.6668,0.185806,5.92376,0.0414378,3.38646,0.315761,0.00815364,0.0577311,0,18.54255516,0.0542808,0.000393096,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.929727e+03,3.386463e+00,8.153637e-03,-9.909806e-01]",-29.9937,19.8703,23,1665342119,http://drgmk.com/sdb/seds/masters/sdb-v2-182118.60-025355.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-182118.60-025355.8/public/sdb-v2-182118.60-025355.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-182118.60-025355.8/public/sdb-v2-182118.60-025355.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-182118.60-025355.8/public/sdb-v2-182118.60-025355.8-mnest/phoenix_m_.json
sdb-v2-182410.32-342304.6,sdb-v2-182410.32-342304.6,HIP 90185,-1,276.0429934,-34.38461649,-39.42,-124.2,* eps Sgr,B9IVp_lB?,1975ApJ...197..137S,22.76,0.24,2007A&A...474..653V,**,Double or multiple star,0,9465.34,70.1719,0.02276,0.00024,410.238,25.6747,7.50786,0.168195,2.16036,0.167906,-2.1952,0.777802,0,43.93673111,0.213746,0.0117641,1,126.385,9.16214,2.39E-06,2.97E-07,97.6526,15.301,5.00E-07,5.00E-08,199.707,271.462,1.3047,0.978434,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[9.465339e+03,2.160355e+00,-2.195199e+00,-1.532538e+00,2.101694e+00,2.300394e+00,1.304703e+00,3.430933e-01,8.725426e-01,8.745594e-01,9.296454e-01,9.386537e-01]",-270.844,439.692,391,1665344654,http://drgmk.com/sdb/seds/masters/sdb-v2-182410.32-342304.6/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-182410.32-342304.6/public/sdb-v2-182410.32-342304.6-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-182410.32-342304.6/public/sdb-v2-182410.32-342304.6-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-182410.32-342304.6/public/sdb-v2-182410.32-342304.6-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-182758.24-252518.1,sdb-v2-182758.24-252518.1,HIP 90496,1.671,276.99267,-25.421698,-44.76,-185.66,* lam Sgr,K1IIIb,1989ApJS...71..245K,41.72,0.16,2007A&A...474..653V,PM*,High proper-motion Star,0,4811.94,20.7793,0.04172,0.00016,50.338,0.62937,10.2098,0.105691,2.73505,0.29707,0.269296,0.0811845,0,23.96931927,0.0876696,0.000926584,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.811937e+03,2.735049e+00,2.692962e-01,-7.408136e-01]",-33.5814,29.3618,22,1665342194,http://drgmk.com/sdb/seds/masters/sdb-v2-182758.24-252518.1/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-182758.24-252518.1/public/sdb-v2-182758.24-252518.1-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-182758.24-252518.1/public/sdb-v2-182758.24-252518.1-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-182758.24-252518.1/public/sdb-v2-182758.24-252518.1-mnest/phoenix_m_.json
sdb-v2-185515.93-261748.2,sdb-v2-185515.93-261748.2,HIP 92855,-1,283.8163604,-26.29672411,15.14,-53.43,* sig Sgr,B2V,1973ARA&A..11...29M,14.32,0.29,2007A&A...474..653V,**,Double or Multiple Star,0,21544.5,397.561,0.01432,0.00029,4752.34,359.631,4.96303,0.15563,4.28697,0.292462,-3.27274,0.216543,0,69.83240223,0.976005,0.0440215,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.154451e+04,4.286971e+00,-3.272744e+00,-2.297750e+00]",-28.8815,26.6483,15,1665342264,http://drgmk.com/sdb/seds/masters/sdb-v2-185515.93-261748.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-185515.93-261748.2/public/sdb-v2-185515.93-261748.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-185515.93-261748.2/public/sdb-v2-185515.93-261748.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-185515.93-261748.2/public/sdb-v2-185515.93-261748.2-mnest/phoenix_m_.json
sdb-v2-190236.73-295248.2,sdb-v2-190236.73-295248.2,HIP 93506,0.207,285.653043,-29.880063,10.79,21.11,* zet Sgr,A2.5Va,2006AJ....132..161G,36.98,0.87,2007A&A...474..653V,**,Double or multiple star,0,8641.89,49.5383,0.03698,0.00087,54.0041,2.84102,3.28016,0.081559,3.96267,0.096804,0.197102,0.257352,0,27.04164413,0.0737679,0.00148503,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[8.641893e+03,3.962665e+00,1.971019e-01,-1.831866e+00]",-27.4058,19.4592,27,1665342328,http://drgmk.com/sdb/seds/masters/sdb-v2-190236.73-295248.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-190236.73-295248.2/public/sdb-v2-190236.73-295248.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-190236.73-295248.2/public/sdb-v2-190236.73-295248.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-190236.73-295248.2/public/sdb-v2-190236.73-295248.2-mnest/phoenix_m_.json
sdb-v2-190524.61+135148.5,sdb-v2-190524.61+135148.5,HIP 93747,1.488,286.3525204,13.8634414,-3.473,-87.446,* zet Aql,A0IV-Vnn,2003AJ....126.2048G,39.28,0.16,2007A&A...474..653V,PM*,High proper-motion Star,0,9091.06,57.402,0.03928,0.00016,37.7203,0.60692,2.47341,0.0236685,3.91741,0.0483118,-0.757247,0.255174,0,25.45824847,0.0581567,0.000792895,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[9.091058e+03,3.917406e+00,-7.572469e-01,-2.024372e+00,9.171385e-01,9.297741e-01,9.988809e-01,9.923487e-01]",-188.779,288.19,403,1665343184,http://drgmk.com/sdb/seds/masters/sdb-v2-190524.61+135148.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-190524.61+135148.5/public/sdb-v2-190524.61+135148.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-190524.61+135148.5/public/sdb-v2-190524.61+135148.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-190524.61+135148.5/public/sdb-v2-190524.61+135148.5-mnest/phoenix_m_.json
sdb-v2-190656.40-274013.5,sdb-v2-190656.40-274013.5,HIP 93864,-1,286.735013,-27.67041564,-53.001,-253.304,* tau Sgr,K1.5IIIb,1989ApJS...71..245K,28.3195,0.3134,2020yCat.1350....0G,PM*,High Proper Motion Star,0,4518.01,20.3528,0.0283195,0.0003134,82.0328,1.89779,14.7887,0.228679,2.28347,0.267042,0.170793,0.129051,0,35.3113579,0.0657934,0.000528425,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.518014e+03,2.283475e+00,1.707932e-01,-7.560455e-01]",-24.067,8.13255,17,1665342741,http://drgmk.com/sdb/seds/masters/sdb-v2-190656.40-274013.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-190656.40-274013.5/public/sdb-v2-190656.40-274013.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-190656.40-274013.5/public/sdb-v2-190656.40-274013.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-190656.40-274013.5/public/sdb-v2-190656.40-274013.5-mnest/phoenix_m_.json
sdb-v2-190945.83-210125.0,sdb-v2-190945.83-210125.0,HIP 94141,-1,287.4409705,-21.02361398,-1.36,-36.45,* pi. Sgr,F2II-III,1989ApJS...69..301G,6.4,0.43,2007A&A...474..653V,**,Double or Multiple Star,0,6555.51,31.2652,0.0064,0.00043,1378.01,183.549,28.7626,1.94134,2.05423,0.048692,-0.320748,0.0477356,0,156.25,0.0566017,0.000375358,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[6.555509e+03,2.054227e+00,-3.207481e-01,-1.467775e+00]",-32.6699,24.0038,16,1665342819,http://drgmk.com/sdb/seds/masters/sdb-v2-190945.83-210125.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-190945.83-210125.0/public/sdb-v2-190945.83-210125.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-190945.83-210125.0/public/sdb-v2-190945.83-210125.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-190945.83-210125.0/public/sdb-v2-190945.83-210125.0-mnest/phoenix_m_.json
sdb-v2-193043.28+275734.8,sdb-v2-193043.28+275734.8,HIP 95947,-1,292.6803355,27.95968007,-7.17,-6.15,* bet01 Cyg,K3II+B9.5V,1969PhDT.........5M,7.51,0.33,2007A&A...474..653V,**,Double or Multiple Star,0,4383.85,19.7725,0.00751,0.00033,1564.35,132.059,68.5015,2.93744,3.11067,0.918407,-0.496356,0.154589,0,133.1557923,0.0879132,0.00102118,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.383855e+03,3.110666e+00,-4.963564e-01,-5.787799e-01]",-21.551,11.9711,14,1665342884,http://drgmk.com/sdb/seds/masters/sdb-v2-193043.28+275734.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-193043.28+275734.8/public/sdb-v2-193043.28+275734.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-193043.28+275734.8/public/sdb-v2-193043.28+275734.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-193043.28+275734.8/public/sdb-v2-193043.28+275734.8-mnest/phoenix_m_.json
sdb-v2-194615.58+103647.7,sdb-v2-194615.58+103647.7,HIP 97278,-1,296.5649179,10.61326133,16.99,-2.98,* gam Aql,K3II,1989ApJS...71..245K,8.26,0.17,2007A&A...474..653V,*,Star,0,4074.9,6.24876,0.00826,0.00017,2197.49,89.6657,94.0774,1.99731,4.48314,0.0165223,-0.0993582,0.0172673,0,121.0653753,0.150072,0.000948375,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.074904e+03,4.483136e+00,-9.935823e-02,-2.185057e-01]",-495.488,942.116,20,1665343020,http://drgmk.com/sdb/seds/masters/sdb-v2-194615.58+103647.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-194615.58+103647.7/public/sdb-v2-194615.58+103647.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-194615.58+103647.7/public/sdb-v2-194615.58+103647.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-194615.58+103647.7/public/sdb-v2-194615.58+103647.7-mnest/phoenix_m_.json
sdb-v2-195047.00+085206.0,sdb-v2-195047.00+085206.0,HIP 97649,-1,297.6958273,8.8683212,536.23,385.29,* alf Aql,A7Vn,2003AJ....126.2048G,194.95,0.57,2007A&A...474..653V,dS*,Variable Star of delta Sct type,0,7566.64,34.946,0.19495,0.00057,10.2313,0.149929,1.86188,0.0134709,3.59635,0.0472509,-0.171472,0.12974,0,5.12952039,0.389142,0.00513958,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[7.566639e+03,3.596350e+00,-1.714722e-01,-8.799386e-01]",-48.0526,57.1905,28,1622027497,http://drgmk.com/sdb/seds/masters/sdb-v2-195047.00+085206.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-195047.00+085206.0/public/sdb-v2-195047.00+085206.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-195047.00+085206.0/public/sdb-v2-195047.00+085206.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-195047.00+085206.0/public/sdb-v2-195047.00+085206.0-mnest/phoenix_m_.json
sdb-v2-195845.43+192931.7,sdb-v2-195845.43+192931.7,HIP 98337,-1,299.6892859,19.49214669,66.21,22.22,* gam Sge,M0-III,1989ApJS...71..245K,12.62,0.18,2007A&A...474..653V,PM*,High Proper Motion Star,0,3984.13,6.52721,0.01262,0.00018,600.886,18.8725,51.4736,0.888717,2.01668,0.0154236,0.473225,0.0232601,0,79.23930269,0.0956736,0.000974613,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[3.984127e+03,2.016676e+00,4.732254e-01,-3.749396e-01]",-164.31,280.66,14,1665343111,http://drgmk.com/sdb/seds/masters/sdb-v2-195845.43+192931.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-195845.43+192931.7/public/sdb-v2-195845.43+192931.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-195845.43+192931.7/public/sdb-v2-195845.43+192931.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-195845.43+192931.7/public/sdb-v2-195845.43+192931.7-mnest/phoenix_m_.json
sdb-v2-202100.65-144653.4,sdb-v2-202100.65-144653.4,HIP 100345,-1,305.2527012,-14.78149406,61.593,20.85,* bet01 Cap,G9II:+B8p:Si:,2002ApJS..143..513G,5.8729,0.5161,2018yCat.1345....0G,SB*,Spectroscopic binary,0,4980.32,19.6549,0.0058729,0.0005161,1896.3,330.198,58.5027,5.14391,2.50234,0.211852,-1.05299,0.131171,0,170.2736297,0.0638898,0.00082977,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.980322e+03,2.502338e+00,-1.052986e+00,-9.380653e-01]",-22.7764,7.51459,19,1665343184,http://drgmk.com/sdb/seds/masters/sdb-v2-202100.65-144653.4/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-202100.65-144653.4/public/sdb-v2-202100.65-144653.4-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-202100.65-144653.4/public/sdb-v2-202100.65-144653.4-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-202100.65-144653.4/public/sdb-v2-202100.65-144653.4-mnest/phoenix_m_.json
sdb-v2-203734.03-471729.4,sdb-v2-203734.03-471729.4,HIP 101772,-1,309.3918,-47.29150072,49.24,66.53,* alf Ind,K0III-IV,2006AJ....132..161G,33.17,0.18,2007A&A...474..653V,PM*,High proper-motion Star,0,4862.72,14.5447,0.03317,0.00018,59.0803,0.773729,10.825,0.0950128,2.08419,0.0758741,0.0879538,0.0510228,0,30.14772385,0.0650172,0.000436351,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.862718e+03,2.084191e+00,8.795383e-02,-8.890815e-01]",-103.281,163.405,21,1665343327,http://drgmk.com/sdb/seds/masters/sdb-v2-203734.03-471729.4/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-203734.03-471729.4/public/sdb-v2-203734.03-471729.4-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-203734.03-471729.4/public/sdb-v2-203734.03-471729.4-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-203734.03-471729.4/public/sdb-v2-203734.03-471729.4-mnest/phoenix_m_.json
sdb-v2-204612.68+335812.9,sdb-v2-204612.68+335812.9,HIP 102488,-1,311.5528432,33.97025692,355.66,330.6,* eps Cyg,K0III,1989ApJS...71..245K,44.86,0.12,2007A&A...474..653V,**,Double or multiple star,0,4731.91,10.7001,0.04486,0.00012,57.8039,0.478572,11.3126,0.0778432,3.10858,0.09317,-0.496017,0.0374993,0,22.29157379,0.116316,0.000756071,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.731907e+03,3.108585e+00,-4.960168e-01,-5.889851e-01]",-85.2847,127.839,20,1665343412,http://drgmk.com/sdb/seds/masters/sdb-v2-204612.68+335812.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-204612.68+335812.9/public/sdb-v2-204612.68+335812.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-204612.68+335812.9/public/sdb-v2-204612.68+335812.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-204612.68+335812.9/public/sdb-v2-204612.68+335812.9-mnest/phoenix_m_.json
sdb-v2-211256.19+301336.9,sdb-v2-211256.19+301336.9,HIP 104732,-1,318.2341081,30.22691546,6.51,-68.21,* zet Cyg,G8+III-IIIaBa0.5,1989ApJS...71..245K,22.79,0.35,2007A&A...474..653V,SB*,Spectroscopic Binary,0,5065.1,11.7895,0.02279,0.00035,104.04,3.11907,13.2473,0.218024,4.15266,0.0530572,0.417546,0.0622842,0,43.87889425,0.0541248,0.000276306,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.065097e+03,4.152657e+00,4.175461e-01,-1.039315e+00]",-166.721,290.493,20,1665343487,http://drgmk.com/sdb/seds/masters/sdb-v2-211256.19+301336.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-211256.19+301336.9/public/sdb-v2-211256.19+301336.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-211256.19+301336.9/public/sdb-v2-211256.19+301336.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-211256.19+301336.9/public/sdb-v2-211256.19+301336.9-mnest/phoenix_m_.json
sdb-v2-213133.53-053416.2,sdb-v2-213133.53-053416.2,HIP 106278,-1,322.8897155,-5.57117556,18.77,-8.21,* bet Aqr,G0Ib,1989ApJS...71..245K,6.07,0.22,2007A&A...474..653V,*,Star,0,5409.45,9.46817,0.00607,0.00022,1897.61,127.004,49.5971,1.68604,2.03938,0.0332408,0.464951,0.0300383,0,164.7446458,0.0702575,0.000336707,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.409446e+03,2.039376e+00,4.649511e-01,-1.040281e+00]",-187.297,329.169,21,1665343558,http://drgmk.com/sdb/seds/masters/sdb-v2-213133.53-053416.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-213133.53-053416.2/public/sdb-v2-213133.53-053416.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-213133.53-053416.2/public/sdb-v2-213133.53-053416.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-213133.53-053416.2/public/sdb-v2-213133.53-053416.2-mnest/phoenix_m_.json
sdb-v2-214411.16+095230.0,sdb-v2-214411.16+095230.0,HIP 107315,-1,326.0464839,9.87500865,26.92,0.44,* eps Peg,K2Ib-II,1989ApJS...71..245K,4.73,0.17,2007A&A...474..653V,LP*,Long-period variable star,0,5029.44,5.55801,0.00473,0.00017,3245.39,238.046,74.9894,2.73905,4.4256,0.0309255,0.406235,0.023042,0,211.4164905,0.0724654,0.000365144,1,746.749,16.0368,0.0347302,0.00176586,7.88591,0.47392,0.00251414,0.000120362,13.2641,0.1664,2.86295,0.0175053,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[5.029443e+03,4.425599e+00,4.062350e-01,-9.000322e-01,2.873175e+00,1.122676e+00,2.862954e+00,9.114420e-01]",-1739.09,3381.17,24,1600788825,http://drgmk.com/sdb/seds/masters/sdb-v2-214411.16+095230.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-214411.16+095230.0/public/sdb-v2-214411.16+095230.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-214411.16+095230.0/public/sdb-v2-214411.16+095230.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-214411.16+095230.0/public/sdb-v2-214411.16+095230.0-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-214702.44-160738.2,sdb-v2-214702.44-160738.2,HIP 107556,-1,326.7601843,-16.12728709,261.7,-296.7,* del Cap,kA5hF0mF2III,2006AJ....132..161G,84.27,0.19,2007A&A...474..653V,Al*,Eclipsing binary of Algol type (detached),0,7141.9,31.0233,0.08427,0.00019,7.89565,0.10558,1.83545,0.0142308,3.65058,0.0629204,-0.108077,0.114442,0,11.8666192,0.0561079,0.000722853,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[7.141904e+03,3.650582e+00,-1.080775e-01,-1.620878e+00]",-51.0974,63.5635,31,1665343656,http://drgmk.com/sdb/seds/masters/sdb-v2-214702.44-160738.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-214702.44-160738.2/public/sdb-v2-214702.44-160738.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-214702.44-160738.2/public/sdb-v2-214702.44-160738.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-214702.44-160738.2/public/sdb-v2-214702.44-160738.2-mnest/phoenix_m_.json
sdb-v2-215355.73-372153.5,sdb-v2-215355.73-372153.5,HIP 108085,-1,328.4821925,-37.36485527,98.07,-13.22,* gam Gru,B8IV-Vs,1994AJ....107.1556G,15.45,0.67,2007A&A...474..653V,PM*,High Proper Motion Star,0,12778.7,112.693,0.01545,0.00067,495.922,46.2099,4.54628,0.20555,3.95541,0.172898,-2.34569,0.128808,0,64.72491909,0.118642,0.00241308,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[1.277868e+04,3.955414e+00,-2.345691e+00,-2.306447e+00]",-23.4102,14.673,22,1665343710,http://drgmk.com/sdb/seds/masters/sdb-v2-215355.73-372153.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-215355.73-372153.5/public/sdb-v2-215355.73-372153.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-215355.73-372153.5/public/sdb-v2-215355.73-372153.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-215355.73-372153.5/public/sdb-v2-215355.73-372153.5-mnest/phoenix_m_.json
sdb-v2-220547.04-001911.5,sdb-v2-220547.04-001911.5,HIP 109074,-1,331.4459831,-0.3198491,18.25,-9.39,* alf Aqr,G2Ib,1989ApJS...71..245K,6.23,0.19,2007A&A...474..653V,*,Star,0,5092.13,10.9124,0.00623,0.00019,1754.77,101.505,53.8276,1.57892,3.88965,0.0635904,0.44867,0.0430822,0,160.5136437,0.0682606,0.000368177,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.092134e+03,3.889649e+00,4.486700e-01,-9.473901e-01]",-157.503,271.762,21,1665343744,http://drgmk.com/sdb/seds/masters/sdb-v2-220547.04-001911.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-220547.04-001911.5/public/sdb-v2-220547.04-001911.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-220547.04-001911.5/public/sdb-v2-220547.04-001911.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-220547.04-001911.5/public/sdb-v2-220547.04-001911.5-mnest/phoenix_m_.json
sdb-v2-220813.98-465739.5,sdb-v2-220813.98-465739.5,HIP 109268,-1,332.0582697,-46.96097438,126.69,-147.47,* alf Gru,B6V,2006AJ....132..161G,32.29,0.21,2007A&A...474..653V,PM*,High proper-motion Star,0,13972.8,126.427,0.03229,0.00021,445.778,13.1642,3.60379,0.030873,4.0544,0.158099,-2.02156,0.141297,0,30.96934035,0.464681,0.0126492,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[1.397285e+04,4.054397e+00,-2.021559e+00,-1.868514e+00]",-31.3091,30.1331,23,1665343787,http://drgmk.com/sdb/seds/masters/sdb-v2-220813.98-465739.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-220813.98-465739.5/public/sdb-v2-220813.98-465739.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-220813.98-465739.5/public/sdb-v2-220813.98-465739.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-220813.98-465739.5/public/sdb-v2-220813.98-465739.5-mnest/phoenix_m_.json
sdb-v2-224240.05-465304.5,sdb-v2-224240.05-465304.5,HIP 112122,-1,340.6668761,-46.88457644,135.16,-4.38,* bet Gru,M4.5III,1989ApJS...71..245K,18.43,0.42,2007A&A...474..653V,LP?,Long-Period Variable Candidate,0,3114.98,8.02361,0.01843,0.00042,2580.08,125.974,174.491,4.43355,4.37759,0.11511,-1.05052,0.0610018,0,54.25935974,0.878359,0.0161377,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[3.114983e+03,4.377588e+00,-1.050524e+00,1.016655e+00]",-41.8298,41.1246,15,1665343916,http://drgmk.com/sdb/seds/masters/sdb-v2-224240.05-465304.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-224240.05-465304.5/public/sdb-v2-224240.05-465304.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-224240.05-465304.5/public/sdb-v2-224240.05-465304.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-224240.05-465304.5/public/sdb-v2-224240.05-465304.5-mnest/phoenix_m_.json
sdb-v2-224300.13+301316.4,sdb-v2-224300.13+301316.4,HIP 112158,-1,340.7505369,30.22121471,19.957,-18.971,* eta Peg,G8II+F0V,1969PhDT.........5M,16.6308,0.7047,2020yCat.1350....0G,SB*,Spectroscopic Binary,0,5094.38,13.506,0.0166308,0.0007047,246.528,19.1375,20.1185,0.799839,2.95944,0.116042,-0.0874588,0.0351258,0,60.12939847,0.068165,0.000356573,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.094377e+03,2.959440e+00,-8.745878e-02,-9.491205e-01]",-46.3735,49.9883,20,1665343970,http://drgmk.com/sdb/seds/masters/sdb-v2-224300.13+301316.4/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-224300.13+301316.4/public/sdb-v2-224300.13+301316.4-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-224300.13+301316.4/public/sdb-v2-224300.13+301316.4-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-224300.13+301316.4/public/sdb-v2-224300.13+301316.4-mnest/phoenix_m_.json
