,name,m_p,a_p,ast_acc,alpha
131,HIP 97278,4.724694448038826,4.4591620221123165,0.11102491141028456,0.04032381770349318
132,HIP 97649,1.3500201905321298,7.016863775555118,0.30237827034409026,0.004653166509526909
133,HIP 98337,5.626087722621993,4.9140581880013725,0.16632534413684658,0.03953851286929792
134,HIP 100345,53.737027023698,5.702379627091896,0.5490187220654443,0.28045023177584033
135,HIP 101772,7.901532664828865,5.6122559579818985,0.4707117482454968,0.042572663392719035
136,HIP 102488,2.5648715650795153,5.235120487815981,0.23748965401393196,0.015882054436954878
137,HIP 104732,12.84746522256074,5.155062855520919,0.6232567801458804,0.0820434550433366
138,HIP 106278,62.07363942894518,6.02541135394922,0.5870778067010296,0.29015377596426506
139,HIP 107315,44.77544788581568,5.130838796404607,0.4550902229651876,0.28864073338172574
140,HIP 107556,17.91272402459584,6.888291873835499,1.7996361676641277,0.06406679130167774
141,HIP 108085,586.7779634626929,10.152199590554915,4.975711030835227,0.966157481715578
142,HIP 109074,43.04823429264655,5.497543645798502,0.5019716420628372,0.24171989184406287
143,HIP 109268,94.58104692888737,10.05208541528628,1.7097514756504957,0.15884962610565148
144,HIP 112122,0.10592525831484115,3.72802478224535,0.007945851630039816,0.0012934104660943815
145,HIP 112158,18.324509538812546,5.789115113216971,0.5143921061850775,0.09279026376092744
146,HIP 113368,4.7965990357998685,7.346388249764384,0.6526299168268754,0.015082734384720946
147,HIP 113881,0.44649823996867216,3.8926248935631382,0.027737104817716116,0.005000679955117089
148,HIP 113963,126.05629032063973,8.609169329331262,2.353269364390568,0.2886266595736592
